asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery,has_variations,product_badge,coupon_text,book_format,unit_price,unit_count
B0CQXKMFHY,"Mouse com fio Redragon King 4K Pro (USB, cabo 1,8 m, 4K, 16.000 DPI, 7 botões, iluminação RGB, ergonômico)","R$ 298,90",,BRL,4.7,258,https://www.amazon.com.br/dp/B0CQXKMFHY,https://m.media-amazon.com/images/I/51EBglsGc+L._AC_UL960_FMwebp_QL65_.jpg,19,"R$ 259,05",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0B3PLSJRL,"Capa Nupro para Kindle 11ª Geração (2022 e 2024) - Cor Azul (não compatível com o Kindle 10ª geração, Kindle Paperwhite ou Kindle Oasis)","R$ 119,00",,BRL,4.8,8377,https://www.amazon.com.br/dp/B0B3PLSJRL,https://m.media-amazon.com/images/I/81ygwWPQs8L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 119,00",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0BQZFK8H7,Suporte Multiarticulado Para TV Universal 37-80&quot; SAV-4600 Aquário,"R$ 199,97",,BRL,4.7,316,https://www.amazon.com.br/dp/B0BQZFK8H7,https://m.media-amazon.com/images/I/51wdWT7K1cL._AC_UL960_FMwebp_QL65_.jpg,9,"R$ 199,00",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,,,,,
B08T68T1T6,"Mouse Gamer Redragon Predator RGB M612-RGB, Preto","R$ 89,90","R$ 118,34",BRL,4.8,540,https://www.amazon.com.br/dp/B08T68T1T6,https://m.media-amazon.com/images/I/51AVGfhKbOL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 89,90",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B07PNKGKBX,"Mouse sem fio Logitech MX Vertical com Design Ergonômico para Redução de Tensão Muscular, Conexão USB Unifying ou Bluetooth com Easy-Switch para até 3 dispositivos e Bateria Recarregável","R$ 411,90","R$ 549,99",BRL,4.7,526,https://www.amazon.com.br/dp/B07PNKGKBX,https://m.media-amazon.com/images/I/61iiZ-gDYEL._AC_UL960_FMwebp_QL65_.jpg,3,"R$ 415,90",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: dom., 27 de jul.",False,,,,,
B0B38Y8NYY,"[para Android] ULANZI Microfone de lapela sem fio J12 para telefone USB C, microfone plug-play 2 em 1 com capa de carregamento para telefone entrevista de gravação de vídeo","R$ 166,00",,BRL,4.5,933,https://www.amazon.com.br/dp/B0B38Y8NYY,https://m.media-amazon.com/images/I/51IGGOWqAhL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 166,00",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: sex., 18 de jul.",False,,,,,
B0DK9LMBQT,Gabinete Gamer Mancer CV100 | Mid-Tower | Lateral De Vidro | Preto | MCR-CV100-BK,"R$ 194,90","R$ 223,90",BRL,4.6,190,https://www.amazon.com.br/dp/B0DK9LMBQT,https://m.media-amazon.com/images/I/61ZPimxrNyL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 194,90",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: sex., 8 de ago.",False,Oferta,,,,
B09Y736F6V,Webcam HD CAM 720p Preto Intelbras,"R$ 169,00",,BRL,4.6,1138,https://www.amazon.com.br/dp/B09Y736F6V,https://m.media-amazon.com/images/I/51OH2WHUXLL._AC_UL960_FMwebp_QL65_.jpg,18,"R$ 150,00",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0752Z4WFB,Caixa de Som 2.1 14w RMS USB Conexão P2 Controle de Volume Preto - SP172,"R$ 85,10","R$ 100,20",BRL,4.5,1835,https://www.amazon.com.br/dp/B0752Z4WFB,https://m.media-amazon.com/images/I/51nVBs4YVgL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 85,10",False,False,True,False,Mais de 100 compras no mês passado,,False,Oferta Prime Day,,,,
B0CNH9WK1H,"Geonav Power Bank, Carregador Portátil Universal 10.000mAh, USB-A (até 18W) + USB-C (até 20W), Compacto, Carregamento Rápido, Pass Through, Led Indicador de Bateria, PB10K20WSG, Cinza espacial","R$ 166,00",,BRL,4.6,781,https://www.amazon.com.br/dp/B0CNH9WK1H,https://m.media-amazon.com/images/I/71V3w7y4daL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 166,00",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0C9RZDKM5,Fone de ouvido Philco PFI200P Air Beats Bluetooth V5.3 IPX4 Bivolt,"R$ 142,00","R$ 167,52",BRL,4.4,62,https://www.amazon.com.br/dp/B0C9RZDKM5,https://m.media-amazon.com/images/I/41jPcboF8-L._AC_UL960_FMwebp_QL65_.jpg,10,"R$ 127,80",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0BSP5Q9PF,Teclado Mecânico Gamer Switch Blue Led Rgb 7 Cores Rainbow 12 Funções Anti Ghosting Abnt2 Usb para Pc Computador Notebook Mac,"R$ 119,99","R$ 132,98",BRL,4.4,1365,https://www.amazon.com.br/dp/B0BSP5Q9PF,https://m.media-amazon.com/images/I/61Tn5a431IL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 119,99",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 21 de jul.",False,Economize 9%,,,,
B0BR3QVG9X,BOYA Microfone de lapela sem fio BY-V20 para Iphone 15 e ANDROID USB C Smartphone Tablet Mini microfone para celular Microfone clip-on para gravação vídeo Podcast YouTube Live Streaming,"R$ 297,00",,BRL,4.6,681,https://www.amazon.com.br/dp/B0BR3QVG9X,https://m.media-amazon.com/images/I/61DdtgZ+cAL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 297,00",False,False,False,False,Mais de 200 compras no mês passado,Entrega GRÁTIS: 23 - 25 de jul.,False,,,,,
B0B6QDWS98,Redragon TECLADO GAMER MECANICO LAKSHMI RAINBOW PRETO SWITCH MARROM ABNT2,"R$ 192,75",,BRL,4.8,515,https://www.amazon.com.br/dp/B0B6QDWS98,https://m.media-amazon.com/images/I/61CPK7k3tEL._AC_UL960_FMwebp_QL65_.jpg,12,"R$ 192,75",False,False,False,False,Mais de 100 compras no mês passado,,False,,,,,
B0BSVK8Y3C,"Gshield Carregador Por Indução Wireless Magnético Sem Fio Tipo C 15W, Compatível com MagSafe Carregamento Rápido 1M, Branco","R$ 120,36","R$ 189,00",BRL,4.4,229,https://www.amazon.com.br/dp/B0BSVK8Y3C,https://m.media-amazon.com/images/I/41c87s4A0EL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 120,36",False,False,True,False,Mais de 200 compras no mês passado,,False,Oferta Prime Day,,,,
B07PRC8WPK,Kit Telefone Sem Fio Digital com Ramal Adicional TS 2512 Preto Intelbras,"R$ 241,25","R$ 253,95",BRL,4.7,206,https://www.amazon.com.br/dp/B07PRC8WPK,https://m.media-amazon.com/images/I/51hrnrIa6UL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 241,25",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,
B07C55K2YS,"Combo Teclado e Mouse sem fio Logitech MK540 com Teclado com Apoio para as Mãos, Teclas de Mídia de Fácil Acesso, Mouse Ambidestro, Conexão USB, Pilhas Inclusas e Layout ABNT2","R$ 267,90",,BRL,4.7,4018,https://www.amazon.com.br/dp/B07C55K2YS,https://m.media-amazon.com/images/I/61J+g-r1uML._AC_UL960_FMwebp_QL65_.jpg,17,"R$ 249,90",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B08Q1YQDHJ,Kit 2 cartucho HP 667 Preto e Colorido,"R$ 154,00",,BRL,4.7,1395,https://www.amazon.com.br/dp/B08Q1YQDHJ,https://m.media-amazon.com/images/I/61jMPgsGZYL._AC_UL960_FMwebp_QL65_.jpg,11,"R$ 125,00",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: seg., 21 de jul.",False,,,,,
B09YY5TCMX,"FIFINE Fone de ouvido jogos para PC - fones de ouvido USB com fio e microfone para computador com som surround 7.1 para PS4/PS5 no laptop/streaming, com modo EQ, RGB, almofadas macias - AmpliGame H6 Global Recycled Standard","R$ 213,34","R$ 265,99",BRL,4.6,1951,https://www.amazon.com.br/dp/B09YY5TCMX,https://m.media-amazon.com/images/I/71LP40TtRHL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 213,34",False,False,True,True,Mais de 200 compras no mês passado,Estimativa de envio de 5 a 6 dias,True,Com Prime,,,,
B0DG491596,CAMERA DE SEGURANCA 360º WI-FI 1080P TAPO TC70 NACIONAL,"R$ 171,90","R$ 189,99",BRL,4.7,176,https://www.amazon.com.br/dp/B0DG491596,https://m.media-amazon.com/images/I/41Qc8FjOz5L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 171,90",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,Economize 9%,,,,
B08BP7GG3Y,Mouse sem fio e Bluetooth Dell MS3320W Preto,"R$ 129,00",,BRL,4.8,1268,https://www.amazon.com.br/dp/B08BP7GG3Y,https://m.media-amazon.com/images/I/41nGM8GhdZL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 129,00",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0F6YJVZ5L,Mini Projetor Portátil 5G Wi-Fi 6 Bluetooth 5.0 Android 11 4K 1080P Full HD 8000 Lumens LED Auto Correção Trapezoidal Horizontal Rotação 180° Ideal para Projeções Cinemáticas,"R$ 228,90",,BRL,3.9,27,https://www.amazon.com.br/dp/B0F6YJVZ5L,https://m.media-amazon.com/images/I/519TeoR49WL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 228,90",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,
B09NMXWC1T,"Capa de tecido para Kindle 11ª Geração (2022 e 2024) - Cor Preta (não compatível com o Kindle 10ª geração, Kindle Paperwhite ou Kindle Oasis)","R$ 149,00",,BRL,4.9,5393,https://www.amazon.com.br/dp/B09NMXWC1T,https://m.media-amazon.com/images/I/91DKbmqPWrL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 149,00",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B074FC9TV5,"Teclado sem fio Logitech K270 com 8 Teclas Multimídia, Conexão USB, Pilhas Inclusas e Layout ABNT2 - Compatível com PC e Notebook.","R$ 140,80",,BRL,4.7,2934,https://www.amazon.com.br/dp/B074FC9TV5,https://m.media-amazon.com/images/I/61kfWSNpyxL._AC_UL960_FMwebp_QL65_.jpg,16,"R$ 139,90",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0DL4XSFSR,Carregador Portátil (Power Bank) 20000Mah Turbo 22.5w Carregamento Ultra Rápido PD Visor Led com 2 Saídas Compatível com Android e IOS (Preto),"R$ 109,79",,BRL,4.7,206,https://www.amazon.com.br/dp/B0DL4XSFSR,https://m.media-amazon.com/images/I/71dhM1Kdg+L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 109,79",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: sex., 18 de jul.",False,,Economize 5% com o cupom,,,
B0FBCB4W7H,"Câmera de Segurança Externa Dupla 4K, 6MP, Sirene Policial, Visão Noturna, WiFi","R$ 172,70",,BRL,5,4,https://www.amazon.com.br/dp/B0FBCB4W7H,https://m.media-amazon.com/images/I/613eAp4cD5L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 172,70",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 21 de jul.",False,,,,,
B0BX8V5SDW,CAMERA INSTAX MINI 12 LILAS CANDY,"R$ 382,80","R$ 433,99",BRL,4.8,1252,https://www.amazon.com.br/dp/B0BX8V5SDW,https://m.media-amazon.com/images/I/61Aj10ec8KL._AC_UL960_FMwebp_QL65_.jpg,18,"R$ 389,90",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B00K4DS5KU,"TP-Link Switch Gigabit de 8 portas | Fácil de gerenciar | Plug &amp; Play | Montagem em desktop/parede | Metal resistente com portas blindadas | Suporta QoS, Vlan, IGMP e LAG (TL-SG108E)","R$ 285,78",,BRL,4.7,5805,https://www.amazon.com.br/dp/B00K4DS5KU,https://m.media-amazon.com/images/I/71pVqkRwKsL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 285,78",False,False,False,False,Mais de 50 compras no mês passado,"Entrega R$ 8,90: sex., 8 de ago.",False,,,,,
B09LYTWQ7M,"Equipamento de vídeo com cabo ULANZI para smartphone, capa para filmagem LINO de liga de alumínio, estabilizador de vídeo, suporte para tripé com sapata fria para iPhone 13 Mini, Pro, Max 8 Plus","R$ 287,90","R$ 358,00",BRL,4.8,631,https://www.amazon.com.br/dp/B09LYTWQ7M,https://m.media-amazon.com/images/I/71vN4uLcmfL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 287,90",False,False,True,False,Mais de 200 compras no mês passado,,False,Com Prime,,,,
B0CC5RRGZ9,"Salange HY300 Mini Projetor Portatil, 5G WiFi 6 Bluetooth 5.0, Smart Projetor Android 11, 8500 Lumens Proyetor LED 4K 1080P Full HD Suporte (EU Plug)","R$ 243,90",,BRL,4.3,3343,https://www.amazon.com.br/dp/B0CC5RRGZ9,https://m.media-amazon.com/images/I/41BRhElFrdL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 243,90",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,
B0D9PVYKNN,"Fones de Ouvido Bluetooth Sem Fio, 60h de Bateria, Esportivos com Gancho, IPX7 à Prova d&#x27;Água, Graves Potentes, Cancelamento de Ruído, Compatível com iOS, Android e Bluetooth 5.4 (Preto)","R$ 149,87",,BRL,4.6,72,https://www.amazon.com.br/dp/B0D9PVYKNN,https://m.media-amazon.com/images/I/71WzKTq-hAL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 149,87",False,False,False,False,Mais de 200 compras no mês passado,,False,,,,,
B0BWRXZZC8,TP-Link Adaptador Archer TX20E PCIe WiFi6 AX1800,"R$ 231,00",,BRL,4.4,1719,https://www.amazon.com.br/dp/B0BWRXZZC8,https://m.media-amazon.com/images/I/41qROlMXQeL._AC_UL960_FMwebp_QL65_.jpg,12,"R$ 229,00",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0BX8W9SPW,CAMERA INSTAX MINI 12 AZUL CANDY,"R$ 429,48",,BRL,4.8,899,https://www.amazon.com.br/dp/B0BX8W9SPW,https://m.media-amazon.com/images/I/61erc7ly+ZL._AC_UL960_FMwebp_QL65_.jpg,14,"R$ 425,00",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0F5G16NZY,Power Bank 10.000mAh Turbo Carregador Portátil Universal por Indução Carregamento Ultra Rápido Suporte Dobrável Compatível Com Todo Celular Com Carregamento Magnético - Linha Premium AGold - Branco,"R$ 169,90",,BRL,4.8,34,https://www.amazon.com.br/dp/B0F5G16NZY,https://m.media-amazon.com/images/I/515ZEIFbXJL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 169,90",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: sex., 18 de jul.",False,,,,,
B0BZT41V5Z,Roteador Wireless Mercusys MR30G AC1200 Dual Band,"R$ 137,00",,BRL,4.5,205,https://www.amazon.com.br/dp/B0BZT41V5Z,https://m.media-amazon.com/images/I/41K84gM47LL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 137,00",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,
B0BBXCC713,Fonte Gamer ATX 500W Crusader Preta Fortrek,"R$ 139,70",,BRL,4.4,1070,https://www.amazon.com.br/dp/B0BBXCC713,https://m.media-amazon.com/images/I/71gbP+wMcKL._AC_UL960_FMwebp_QL65_.jpg,24,"R$ 122,89",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,,,,,
B0B9D7LT36,Câmera Externa Inteligente iM7 Full Color Branco Intelbras,"R$ 464,55","R$ 552,03",BRL,4.7,1918,https://www.amazon.com.br/dp/B0B9D7LT36,https://m.media-amazon.com/images/I/41cgshAv-4L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 464,55",False,False,False,True,Mais de 200 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,
B07R3DQLVR,Kit 4 cores Refil Tinta Epson T544 Original L3110 L3150 - Lacrado,"R$ 136,47","R$ 160,55",BRL,4.8,4042,https://www.amazon.com.br/dp/B07R3DQLVR,https://m.media-amazon.com/images/I/71bqs3Ct9ML._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 136,47",False,False,True,False,Mais de 100 compras no mês passado,,False,Oferta Prime Day,,,,
B09RNB1FKQ,"Epson Pacote com 4 tintas Ecotank preto, ciano, magenta e amarelo para L1110, L1210, L3110, L3210, L3150, L3250, L5190, L5290, Code T544520-4P","R$ 151,99",,BRL,4.7,2200,https://www.amazon.com.br/dp/B09RNB1FKQ,https://m.media-amazon.com/images/I/71J6JbK1DWL._AC_UL960_FMwebp_QL65_.jpg,21,"R$ 151,99",False,False,False,False,Mais de 500 compras no mês passado,,False,,,,,
B0CVSFTFGL,Baseus Bowie MA10 ANC Fone De Ouvido Bluetooth com Cancelamento de Ruído Ativo 140h de bateria IPX6 À Prova D&#x27;água,"R$ 298,00",,BRL,4.3,984,https://www.amazon.com.br/dp/B0CVSFTFGL,https://m.media-amazon.com/images/I/41DJ6q+TnyL._AC_UL960_FMwebp_QL65_.jpg,5,"R$ 285,76",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: sex., 18 de jul.",False,,,,,
B0DK3TBCRD,"JBL, Fone Bluetooth, JBLTFLEX2BLKBR","R$ 452,37",,BRL,4.2,241,https://www.amazon.com.br/dp/B0DK3TBCRD,https://m.media-amazon.com/images/I/51wS-euBmGL._AC_UL960_FMwebp_QL65_.jpg,15,"R$ 395,69",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0B143GC89,"Motorola, Carregador de Parede Turbo Power 68W, Cabo 1 Metro, Porta USB-C, Cabo USB-C","R$ 189,05","R$ 199,00",BRL,4.8,209,https://www.amazon.com.br/dp/B0B143GC89,https://m.media-amazon.com/images/I/41TEavLec5L._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 189,05",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0CH3YSW3B,"Roku Express | Dispositivo de streaming para TV HD/Full HD compatível com Alexa, Siri e Google. Inclui Cabo HDMI Premium","R$ 249,90",,BRL,4.7,12636,https://www.amazon.com.br/dp/B0CH3YSW3B,https://m.media-amazon.com/images/I/71oplO8FwlL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 249,90",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: ter., 22 de jul.",False,,,,,
B00LEAU5KK,Carregador iPhone 12 Super Si Turbo Pd 20w Baseus + Cabo Pd 20w 1m Branco,"R$ 128,90",,BRL,4.8,1543,https://www.amazon.com.br/dp/B00LEAU5KK,https://m.media-amazon.com/images/I/41PxD5EtrdL._AC_UL960_FMwebp_QL65_.jpg,5,"R$ 127,99",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,
B074WL3VZF,"Combo Teclado e Mouse sem fio Logitech MK270 com Teclas de Mídia de Fácil Acesso, Conexão USB, Pilhas Inclusas e Layout ABNT2","R$ 162,93",,BRL,4.7,4008,https://www.amazon.com.br/dp/B074WL3VZF,https://m.media-amazon.com/images/I/613QHjMbLwL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 162,93",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0CDQVV9QK,ROTEADOR GIGABIT WI-FI 6 AX1500 EX141 IMPORTADO,"R$ 164,05","R$ 178,00",BRL,4.7,78,https://www.amazon.com.br/dp/B0CDQVV9QK,https://m.media-amazon.com/images/I/41V5mkfW0pL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 164,05",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,
B0F3Z8PVFB,"RDS - Officially Licensed Nintendo Switch 2, Nintendo Switch OLED &amp; Nintendo Switch Systems Game Traveler Deluxe Case – Holds 12 Game Cards &amp; microSD Card Case Holds 2pcs &amp; Each Holds 2 microSD Cards","R$ 225,74",,BRL,4.5,25,https://www.amazon.com.br/dp/B0F3Z8PVFB,https://m.media-amazon.com/images/I/81NygK40qHL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 225,74",False,False,False,False,Mais de 400 compras no mês passado,"Entrega R$ 8,90: 25 de jul. - 1 de ago.",False,,,Nintendo Switch 2,,
B0D7S21ZF7,"Smartwatch Relógio Inteligente Tela Full Touch 1.28&quot; Resistente à Água IP67 com Faz e Recebe Ligações, Modos Esportivos e Recebimento de Notificações‎(2 tiras) (preto)","R$ 157,49",,BRL,4,498,https://www.amazon.com.br/dp/B0D7S21ZF7,https://m.media-amazon.com/images/I/61aFW5HAlZL._AC_UL960_FMwebp_QL65_.jpg,10,"R$ 122,00",False,False,False,False,Mais de 300 compras no mês passado,Entrega GRÁTIS: 18 - 27 de ago.,False,,,,,
B079XC5PVV,"SSD, Kingston, SA400S37/960G","R$ 449,99",,BRL,4.8,21415,https://www.amazon.com.br/dp/B079XC5PVV,https://m.media-amazon.com/images/I/81+9rUcRVTL._AC_UL960_FMwebp_QL65_.jpg,38,"R$ 418,00",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,,,,,
B0F43Z2FH2,"Fone de Ouvido Sem Fio Bluetooth com Microfone e Cancelamento de Ruído Ativo, à Prova D&#x27;água e com até 60 Horas de Reprodução - Melhor Escolha para Esportes e Atividades ao Ar Livre - Preto","R$ 77,91","R$ 159,00",BRL,4.1,57,https://www.amazon.com.br/dp/B0F43Z2FH2,https://m.media-amazon.com/images/I/6126gMLN2JL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 77,91",False,False,True,False,Mais de 200 compras no mês passado,,True,Com Prime,,,,
B0D8KXMCTC,"GameSir G7 SE Wired Controller for Xbox Series X|S, Xbox One &amp; Windows 10/11, Plug and Play Gaming Gamepad with Hall Effect Joysticks/Hall Trigger, 3.5mm Audio Jack (Orange)","R$ 399,00",,BRL,4.3,255,https://www.amazon.com.br/dp/B0D8KXMCTC,https://m.media-amazon.com/images/I/51psQhV+vPL._AC_UL960_FMwebp_QL65_.jpg,2,"R$ 285,00",False,False,False,False,Mais de 100 compras no mês passado,"Entrega R$ 10,04: 25 - 31 de jul.",False,,,Xbox One,,
B01B96M16E,Mouse Dell WM126,"R$ 105,73","R$ 109,00",BRL,4.7,9393,https://www.amazon.com.br/dp/B01B96M16E,https://m.media-amazon.com/images/I/61WrR7z-pGL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 105,73",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B07LCM3LLW,Lenços Umedecidos Zeiss Caixa Com 200 Lenços Umedecidos,"R$ 124,90",,BRL,4.8,1141,https://www.amazon.com.br/dp/B07LCM3LLW,https://m.media-amazon.com/images/I/61R5sZaKKlL._AC_UL960_FMwebp_QL65_.jpg,3,"R$ 124,70",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,"R$ 0,62",201.0
B09NCG2YF1,"JBL, Caixa de Som Bluetooth, Go Essential, À Prova D&#x27;água - Vermelha","R$ 178,20",,BRL,4.7,635,https://www.amazon.com.br/dp/B09NCG2YF1,https://m.media-amazon.com/images/I/61K-5aAGKhL._AC_UL960_FMwebp_QL65_.jpg,18,"R$ 157,30",False,False,False,False,Mais de 500 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0C2VSV1FP,"Bateria Externa SAMSUNG EB-P3400 Bege Portátil, Carga Super Rápida 25W, Duas Saídas USB-C 10000 MAH","R$ 149,00",,BRL,4.7,702,https://www.amazon.com.br/dp/B0C2VSV1FP,https://m.media-amazon.com/images/I/41FgVlH1ezL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 149,00",False,False,False,False,Mais de 100 compras no mês passado,Entrega GRÁTIS: 28 de jul. - 4 de ago.,False,,,,,
B0DWJLWVX8,RDS Nintendo Switch Game Card Case - The Legend of Zelda Tears of the Kingdom - Holds 24 Game Cards and 4 microSD Cards,"R$ 65,62","R$ 77,84",BRL,5,2,https://www.amazon.com.br/dp/B0DWJLWVX8,https://m.media-amazon.com/images/I/81SvD5EUqxL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 65,62",False,False,True,False,Mais de 50 compras no mês passado,,False,Oferta Prime Day,,Nintendo Switch,,
B0BTJC5BGR,"Headset Fone de Ouvido Havit HV-H2002d Purple, Gamer, com Microfone, Falante 53mm, Plug 3, 5mm: compatível com XBOX ONE e PS4, HAVIT, HV-H2002d Cor Roxo e Branco","R$ 229,00",,BRL,4.7,1053,https://www.amazon.com.br/dp/B0BTJC5BGR,https://m.media-amazon.com/images/I/61CIubm4EBL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 229,00",False,True,False,False,Mais de 400 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,Escolha,,,,
B08LMXMHBS,"Fone de Ouvido P/Estúdio DJ OneOdio Pro-10 Black, Falante 50mm Neodimio Conexão P2 ou P10 Com Microfone, Cabo Destacável, Preto, Grande","R$ 197,77","R$ 233,73",BRL,4.8,931,https://www.amazon.com.br/dp/B08LMXMHBS,https://m.media-amazon.com/images/I/61BqRe-YJpL._AC_UL960_FMwebp_QL65_.jpg,5,"R$ 140,28",False,False,False,False,Mais de 300 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B0B6KFCC19,Redragon TECLADO MECANICO GAMER FIZZ RGB PRETO SWITCH MARROM,"R$ 196,73",,BRL,4.8,777,https://www.amazon.com.br/dp/B0B6KFCC19,https://m.media-amazon.com/images/I/619eg3PVlsL._AC_UL960_FMwebp_QL65_.jpg,7,"R$ 166,90",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
B081Z6FQSW,"Vitrola Chrome Black com Usb e Bluetooth, Bivolt","R$ 432,16",,BRL,4.7,3433,https://www.amazon.com.br/dp/B081Z6FQSW,https://m.media-amazon.com/images/I/51wiTLTzDpL._AC_UL960_FMwebp_QL65_.jpg,1,"R$ 432,16",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: seg., 14 de jul.",False,,,,,
