asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery,has_variations,coupon_text,product_badge,product_byline,unit_price,unit_count,book_formats
B0CNWHK1NJ,"Cabo Flexível 2,5mm Rolo 100m Fio Elétrico 750V Certificado (Verde)","R$ 104,43",,BRL,4,127,https://www.amazon.com.br/dp/B0CNWHK1NJ,https://m.media-amazon.com/images/I/71HIn+VEPlL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 104,43",False,False,False,False,,"Entrega GRÁTIS: dom., 20 de jul.",False,,,,,,
B076HRGXLB,"Ventisol Ventilador de Teto, Fênix 370, Branco, 127V","R$ 184,90","R$ 223,41",BRL,4.3,13709,https://www.amazon.com.br/dp/B076HRGXLB,https://m.media-amazon.com/images/I/41TbQ7HX11L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 184,90",False,False,False,False,Mais de 1 mil compras no mês passado,"Entrega GRÁTIS: sex., 25 de jul.Ou entrega mais rápida: Hoje",False,,,Energia elétrica,,,
B0CTCVGP4F,Andador Alumínio com Barra Fixo Móvel e Dobrável D10 Pop Dellamed,"R$ 145,00",,BRL,4.6,84,https://www.amazon.com.br/dp/B0CTCVGP4F,https://m.media-amazon.com/images/I/41LCHqiViqL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 145,00",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: seg., 21 de jul.",False,,,Adulto,"R$ 145,00",1.0,
B0CH45N82J,Ventilador Britânia 2 em 1 BVT400 Maxx Force 150W 220V,"R$ 119,80","R$ 159,60",BRL,4.5,1336,https://www.amazon.com.br/dp/B0CH45N82J,https://m.media-amazon.com/images/I/61hzNzVLGHL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 119,80",False,False,True,False,Mais de 1 mil compras no mês passado,,False,,Oferta Prime Day,Energia elétrica,,,
B0C3WRWBQN,"Ducha Aquecedora Salão, Barbearia e Pet Shop 4T 127V DPS155 - Sintex","R$ 168,24","R$ 199,90",BRL,3.7,5,https://www.amazon.com.br/dp/B0C3WRWBQN,https://m.media-amazon.com/images/I/71G-jfgNTnL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 168,24",False,False,False,False,,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B0F264NXS3,"FINYQBET Cofre Eletrônico e de Segurança - Cofre Digital com Senha de 3-8 Dígitos, à Prova de Fogo e Água, para Casa, Escritório, Hotel - Feito em Aço Reforçado, Montagem em Parede ou Chão","R$ 203,47","R$ 249,00",BRL,5,4,https://www.amazon.com.br/dp/B0F264NXS3,https://m.media-amazon.com/images/I/71J-YAjc-DL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 203,47",False,False,False,False,,"Entrega R$ 34,53: 23 - 25 de jul.",False,,,,,,
B0C3WRWBQN,"Ducha Aquecedora Salão, Barbearia e Pet Shop 4T 127V DPS155 - Sintex","R$ 168,24","R$ 199,90",BRL,3.7,5,https://www.amazon.com.br/dp/B0C3WRWBQN,https://m.media-amazon.com/images/I/71G-jfgNTnL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 168,24",False,False,False,False,,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B0F264NXS3,"FINYQBET Cofre Eletrônico e de Segurança - Cofre Digital com Senha de 3-8 Dígitos, à Prova de Fogo e Água, para Casa, Escritório, Hotel - Feito em Aço Reforçado, Montagem em Parede ou Chão","R$ 203,47","R$ 249,00",BRL,5,4,https://www.amazon.com.br/dp/B0F264NXS3,https://m.media-amazon.com/images/I/71J-YAjc-DL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 203,47",False,False,False,False,,"Entrega R$ 34,53: 23 - 25 de jul.",False,,,,,,
B0F7HVT3SZ,EKAZA Kit 2 Tomadas Inteligente Smart Automação Wifi Google Home Alexa (16A),"R$ 119,99",,BRL,4.7,138,https://www.amazon.com.br/dp/B0F7HVT3SZ,https://m.media-amazon.com/images/I/51gLfK8IB8L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 119,99",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B0DCNTKXWV,Yesop Desumidificador De Ar Ambiente Eletrico Antimofo 1000ml Portátil E 110/220v Bivolt Com Tela Led Digital Exibição Sensível Ao Toque,"R$ 305,94","R$ 322,05",BRL,4.5,110,https://www.amazon.com.br/dp/B0DCNTKXWV,https://m.media-amazon.com/images/I/61G6tJ5RwzL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 305,94",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,Economize 5%,,,,
B082P4VVZB,Kit Mecanismo Duplo Acionamento Universal,"R$ 137,70","R$ 158,58",BRL,4.6,305,https://www.amazon.com.br/dp/B082P4VVZB,https://m.media-amazon.com/images/I/61qO0wFx+PL._AC_UY654_FMwebp_QL65_.jpg,6,"R$ 114,10",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B0CXZ2TRPD,"Buba, Vaso Sanitário Infantil Com Som","R$ 212,43",,BRL,4.7,37,https://www.amazon.com.br/dp/B0CXZ2TRPD,https://m.media-amazon.com/images/I/41eyxfnLwnL._AC_UY654_FMwebp_QL65_.jpg,17,"R$ 208,26",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B0D752G7QQ,Ventisol ventilador osc coluna turbo 10pas 40 cm cz 220v,"R$ 170,06",,BRL,2.8,32,https://www.amazon.com.br/dp/B0D752G7QQ,https://m.media-amazon.com/images/I/51gg2tuwibL._AC_UY654_FMwebp_QL65_.jpg,2,"R$ 143,15",False,False,False,False,,"Entrega GRÁTIS: qui., 31 de jul.",False,,,Energia elétrica,,,
B0BCWNBNTK,"Hub de Automação Inteligente TP-Link Tapo H100, 64 dispositivos, trabalha com Alexa, Alarme Inteligente, Protocolo sem fio de baixa potência","R$ 157,00",,BRL,4.5,2277,https://www.amazon.com.br/dp/B0BCWNBNTK,https://m.media-amazon.com/images/I/41I03wZ0jqL._AC_UY654_FMwebp_QL65_.jpg,8,"R$ 156,90",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B0DRMGM1P7,"Ducha Chuveiro Eletrônico Luxo Chrome Intense Potente Fame Original + Veda Rosca (Black cromado, 6500 W / 220v)","R$ 329,90",,BRL,4.3,6,https://www.amazon.com.br/dp/B0DRMGM1P7,https://m.media-amazon.com/images/I/515ZF4W7jGL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 329,90",False,False,False,False,,"Entrega GRÁTIS: dom., 27 de jul.",True,,,,,,
B0B8F3D1M8,Ventilador Axial para Churrasqueira Exaustor EXC Ventisol,"R$ 179,00",,BRL,4.2,148,https://www.amazon.com.br/dp/B0B8F3D1M8,https://m.media-amazon.com/images/I/71cKO2680UL._AC_UY654_FMwebp_QL65_.jpg,10,"R$ 139,90",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,,,Energia elétrica,,,
B0BNYSVV3J,SENSOR INTELIGENTE DE TEMPERATURA E UMIDADE TP-LINK TAPO T315 BRANCO,"R$ 189,99",,BRL,4.6,974,https://www.amazon.com.br/dp/B0BNYSVV3J,https://m.media-amazon.com/images/I/51HyMY+qdpL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 189,99",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: seg., 21 de jul.",False,,,,,,
B0F2N41TBQ,"Luz de LED, Luminaria Led Sem Fio Recarregavel de Parede, Barra de Led","R$ 149,99",,BRL,4.7,4,https://www.amazon.com.br/dp/B0F2N41TBQ,https://m.media-amazon.com/images/I/515eD2wrmEL._AC_UY654_FMwebp_QL65_.jpg,2,"R$ 139,90",False,False,False,False,Mais de 30 compras no mês passado,"Entrega GRÁTIS: sáb., 19 de jul.",False,,,,,,
B0F46779XV,Tampa de Vaso Assento Almofadado Retangular Para Bacia Aspen Deca 1.6gpf 6.0lpf (Cinza Claro),"R$ 105,99",,BRL,4.6,6,https://www.amazon.com.br/dp/B0F46779XV,https://m.media-amazon.com/images/I/61hG4cUDBkL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 105,99",False,False,False,False,,"Entrega GRÁTIS: seg., 21 de jul.",False,,,,,,
B0DJCGB54C,Extensão Eletrica 30 Metros Reforçada 10/20a Profissional,"R$ 101,90",,BRL,4.1,20,https://www.amazon.com.br/dp/B0DJCGB54C,https://m.media-amazon.com/images/I/61OYWM-b-CL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 101,90",False,False,False,False,,"Entrega GRÁTIS: seg., 21 de jul.",False,,,,,,
B0DY7XJRRP,"Dome Bege Base Redonda Cobre, Luminária de Mesa LED Recarregável, Abajur Touch Portátil sem Fio, Luminárias de Cabeceira com Dimmer Contínuo","R$ 152,90","R$ 179,90",BRL,4.3,4,https://www.amazon.com.br/dp/B0DY7XJRRP,https://m.media-amazon.com/images/I/61hx-ouF0FL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 152,90",False,False,True,False,Mais de 20 compras no mês passado,,False,,Com Prime,,,,
B0D5KDHSHJ,Relógio de Ponto Biométrico Digital Eletrônico Máquina Para Empresa Com Conexão USB Confirmação Sonora E Visual Impressão Digital Para Registro De Pontos Não Requer Instalação de Software,"R$ 239,90",,BRL,4.5,2,https://www.amazon.com.br/dp/B0D5KDHSHJ,https://m.media-amazon.com/images/I/81K0JZW9DpL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 239,90",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B0DY7XJRRP,"Dome Bege Base Redonda Cobre, Luminária de Mesa LED Recarregável, Abajur Touch Portátil sem Fio, Luminárias de Cabeceira com Dimmer Contínuo","R$ 152,90","R$ 179,90",BRL,4.3,4,https://www.amazon.com.br/dp/B0DY7XJRRP,https://m.media-amazon.com/images/I/61hx-ouF0FL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 152,90",False,False,True,False,Mais de 20 compras no mês passado,,False,,Com Prime,,,,
B0D5KDHSHJ,Relógio de Ponto Biométrico Digital Eletrônico Máquina Para Empresa Com Conexão USB Confirmação Sonora E Visual Impressão Digital Para Registro De Pontos Não Requer Instalação de Software,"R$ 239,90",,BRL,4.5,2,https://www.amazon.com.br/dp/B0D5KDHSHJ,https://m.media-amazon.com/images/I/81K0JZW9DpL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 239,90",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B0DYVQ8JFF,"Parafusadeira Furadeira a Bateria 21V com Empunhadura Emborrachada, Bateria Recarregável e Carregador Bivolt","R$ 103,00",,BRL,4.4,37,https://www.amazon.com.br/dp/B0DYVQ8JFF,https://m.media-amazon.com/images/I/612A31t167L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 103,00",False,False,False,True,Mais de 50 compras no mês passado,"Entrega R$ 26,29: 23 - 25 de jul.Ou entrega mais rápida: 17 - 18 de jul.",False,,,,,,
B0DTP9BRKK,Trava Porta Fixador Magnético Dupla Face Parafuso Prendedor Pequeno (8),"R$ 248,00",,BRL,4.4,19,https://www.amazon.com.br/dp/B0DTP9BRKK,https://m.media-amazon.com/images/I/51Uli0R1AAL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 248,00",False,False,False,False,,"Entrega GRÁTIS: seg., 21 de jul.",False,,,,,,
B0FBGJKNWP,"Câmera de Segurança Wi-Fi Externa 4K com Dupla Lente e Tela Dividida, Visão Noturna Infravermelha, Sirene, Luz de Alerta, IP66 à Prova d’Água e Poeira – Vigilância 24h para Ambientes Externos","R$ 209,99",,BRL,5,1,https://www.amazon.com.br/dp/B0FBGJKNWP,https://m.media-amazon.com/images/I/71z1biXPHRL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 209,99",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B09MWKHVZD,Manta Asfáltica Fita Auto Adesiva Aluminizada - 60cm X 10m,"R$ 102,80","R$ 109,83",BRL,4.7,264,https://www.amazon.com.br/dp/B09MWKHVZD,https://m.media-amazon.com/images/I/611Pov111EL._AC_UY654_FMwebp_QL65_.jpg,11,"R$ 99,99",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: sáb., 19 de jul.",False,,,,,,
B0DP9HCBXM,YESOP Torneira Cozinha Gourmet Misturador Monocomando Aço Inoxidáv,"R$ 220,99","R$ 259,99",BRL,4.5,42,https://www.amazon.com.br/dp/B0DP9HCBXM,https://m.media-amazon.com/images/I/61kiLR5hwSL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 220,99",False,False,True,False,Mais de 50 compras no mês passado,,True,,Com Prime,,,,
B0FCCN6D52,BASES de MESA Estilo INDUSTRIAL Modelo T 75x60cm Kit c/2un (Cobre),"R$ 259,73",,BRL,4.3,51,https://www.amazon.com.br/dp/B0FCCN6D52,https://m.media-amazon.com/images/I/71TLqVzOmuL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 259,73",False,False,False,False,,"Entrega GRÁTIS: sex., 1 de ago.",False,,,,,,
B08D7RRBD2,Vonder Decibelímetro Digital Ddv 130,"R$ 154,81","R$ 167,44",BRL,4.5,106,https://www.amazon.com.br/dp/B08D7RRBD2,https://m.media-amazon.com/images/I/71lb4MZJshL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 154,81",False,False,False,False,Mais de 30 compras no mês passado,"Entrega GRÁTIS: Amanhã, 14 de jul.Ou entrega mais rápida: Hoje",False,,,,,,
B0F8ZXGVZ5,"Camera de Segurança Wifi Ultra HD, Câmera de Vigilância e Segurança, Camera Ip Wifi Yoosee Externa Infravermelho Visão Noturna, IP66 à Prova d&#x27;água e à Prova de Poeira, Chamada de Voz Bidirecional","R$ 159,90",,BRL,4,3,https://www.amazon.com.br/dp/B0F8ZXGVZ5,https://m.media-amazon.com/images/I/61d6ZOLWkEL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 159,90",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,"Economize R$ 10,00 com o cupom",,,,,
B0DK7L64T3,Câmera de segurança IP WiFi Full HD YOOSEE 9697 – 2 lentes com visão noturna e microfone – Câmera de segurança Wi-Fi externa – Ideal para vigilância e segurança residencial,"R$ 142,90",,BRL,4,36,https://www.amazon.com.br/dp/B0DK7L64T3,https://m.media-amazon.com/images/I/41RACGhXbfL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 142,90",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: dom., 20 de jul.",False,,,,,,
B0FBM99T9F,"Furadeira e Parafusadeira de Impacto Sem Fio 21V, Kit Parafusadeira Eletrica Com 2 Baterias de 2,0Ah, iluminação LED, Ajuste de 25 Velocidades, Reparos Domésticos, Projetos de Bricolagem","R$ 249,90","R$ 299,90",BRL,,0,https://www.amazon.com.br/dp/B0FBM99T9F,https://m.media-amazon.com/images/I/71hbbjYhCIL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 249,90",False,False,False,False,,"Entrega GRÁTIS: sáb., 19 de jul.",False,"Economize R$ 20,00 com o cupom",,,,,
B0DK41VFB3,"Redutor de Assento Troninho Desfralde com Escada, Ergonômico, Resistente azul","R$ 119,99",,BRL,4.7,44,https://www.amazon.com.br/dp/B0DK41VFB3,https://m.media-amazon.com/images/I/419BRBcRF5L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 119,99",False,False,False,False,,"Entrega GRÁTIS: sáb., 19 de jul.",False,,,,,,
B076M938Z3,Enrolador De Mangueira 1/2&quot; Até 55m- Tramontina,"R$ 113,99","R$ 148,66",BRL,4.6,2524,https://www.amazon.com.br/dp/B076M938Z3,https://m.media-amazon.com/images/I/51arjxYFY9L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 113,99",False,False,True,False,Mais de 300 compras no mês passado,,False,,Oferta Prime Day,,,,
B0DK68KSYH,"30 PLACAS DE ISOPOR ANTICHAMAS COM 20 MM (2 CM) DE ESPESSURA PARA FORRO, PAREDE, ISOLAMENTO ACÚSTICO 100x50x2CM","R$ 189,90",,BRL,4.4,18,https://www.amazon.com.br/dp/B0DK68KSYH,https://m.media-amazon.com/images/I/51BY41UiHgL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 189,90",False,False,False,False,,Entrega GRÁTIS: 24 - 31 de jul.,False,,,,,,
B0DWSMVDDZ,"Purificadores de Ar Para Quarto, Filtro de Ar, Silencioso Com Luz Noturna, Pequeno Portátil Para Casa, Escritório, Sala De Estar","R$ 355,00",,BRL,4,14,https://www.amazon.com.br/dp/B0DWSMVDDZ,https://m.media-amazon.com/images/I/614gH0gYh0L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 355,00",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,Economize 10% com o cupom,,,,,
B0DK68KSYH,"30 PLACAS DE ISOPOR ANTICHAMAS COM 20 MM (2 CM) DE ESPESSURA PARA FORRO, PAREDE, ISOLAMENTO ACÚSTICO 100x50x2CM","R$ 189,90",,BRL,4.4,18,https://www.amazon.com.br/dp/B0DK68KSYH,https://m.media-amazon.com/images/I/51BY41UiHgL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 189,90",False,False,False,False,,Entrega GRÁTIS: 24 - 31 de jul.,False,,,,,,
B0DWSMVDDZ,"Purificadores de Ar Para Quarto, Filtro de Ar, Silencioso Com Luz Noturna, Pequeno Portátil Para Casa, Escritório, Sala De Estar","R$ 355,00",,BRL,4,14,https://www.amazon.com.br/dp/B0DWSMVDDZ,https://m.media-amazon.com/images/I/614gH0gYh0L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 355,00",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,Economize 10% com o cupom,,,,,
B0CYHTS96L,"Klein Tools Alicate de travamento de mandíbula curva 38602 com alças de liberação rápida, botão de polegar intuitivo, alto torque e potência de aderência, 25 cm","R$ 185,15",,BRL,4.9,78,https://www.amazon.com.br/dp/B0CYHTS96L,https://m.media-amazon.com/images/I/51zWXlBBgWL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 185,15",False,False,False,False,Mais de 30 compras no mês passado,"Entrega R$ 8,90: ter., 5 de ago.",False,,,,,,
B0F8VWMV9Q,"Camera de Segurança Wifi com 2.8&quot; Monitor, Câmera de Bebê Eletrônica, Áudio Bidirecional, Noturna cores completas Zoom Digital 4X, Armazenamento em Nuvem/TF, Câmera Ip Icsee","R$ 179,90",,BRL,3,6,https://www.amazon.com.br/dp/B0F8VWMV9Q,https://m.media-amazon.com/images/I/71pAr1uPM8L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 179,90",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,Economize 10% com o cupom,,,,,
B0DG491596,CAMERA DE SEGURANCA 360º WI-FI 1080P TAPO TC70 NACIONAL,"R$ 171,90","R$ 189,99",BRL,4.7,176,https://www.amazon.com.br/dp/B0DG491596,https://m.media-amazon.com/images/I/41Qc8FjOz5L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 171,90",False,False,False,False,Mais de 100 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,Economize 9%,,,,
B0B574HDHM,Câmera de Segurança EZVIZ C1C (Wi-Fi/Full HD/Visão Noturna 12M / Audio Bidirecional/Ambiente Interno) Branca,"R$ 227,00",,BRL,4.5,92,https://www.amazon.com.br/dp/B0B574HDHM,https://m.media-amazon.com/images/I/4183gLKteML._AC_UY654_FMwebp_QL65_.jpg,8,"R$ 203,86",False,False,False,False,,"Entrega GRÁTIS: dom., 20 de jul.",False,,,,,,
B0CPGR4PXN,"Ventilador de Mesa Arno X-TREME 7 40cm VE70, 150W, 7 Pás, 3 Velocidades, Oscilação 80º, Power Zone, Modo Sono Tranquilo, 110V","R$ 214,91","R$ 254,44",BRL,4.7,659,https://www.amazon.com.br/dp/B0CPGR4PXN,https://m.media-amazon.com/images/I/61+Pw3EOa6L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 214,91",False,False,False,False,Mais de 200 compras no mês passado,"Entrega GRÁTIS: qui., 31 de jul.",False,,,Energia elétrica,,,
B0DZNZPRMB,"Câmera de Segurança Wi-Fi Externa HD 4MP, Câmera de Visão Noturna Infravermelha Controle Wi-Fi, Rotação 355°/90°, Dupla Lente, Alarme Inteligente, Armazenamento em Nuvem/TF","R$ 178,20","R$ 239,89",BRL,4.6,23,https://www.amazon.com.br/dp/B0DZNZPRMB,https://m.media-amazon.com/images/I/51sRpcrFoKL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 178,20",False,False,False,False,Mais de 50 compras no mês passado,"Entrega GRÁTIS: qua., 16 de jul.",False,,Oferta,,,,
B09N45QD3T,BANCADA DE TRABALHO PORTATIL 605X635X750 MM//SPARTA,"R$ 170,60","R$ 165,44",BRL,4.6,171,https://www.amazon.com.br/dp/B09N45QD3T,https://m.media-amazon.com/images/I/61l+5f3OgML._AC_UY654_FMwebp_QL65_.jpg,8,"R$ 165,44",False,False,False,False,Mais de 100 compras no mês passado,Entrega GRÁTIS: 20 - 21 de jul.,False,,,,,,"[{'asin': 'B09N45QD3T', 'format': 'Outra forma de comprar'}, {'asin': 'B09N45QD3T', 'format': 'R$ 14890R$148,90 R$ 165,44R$165,44à vista no Pix ou em até 5x de R$ 33,12R$33,12 sem juros Entrega GRÁTIS: qua., 6 de ago.'}]"
B0DQLSN17L,Kit 4 Grampos Sargentos Para Marceneiro 12pol. 300mm Tipo F Cabo de Madeira Carpiteiro Niquelado Aço,"R$ 108,50",,BRL,4,19,https://www.amazon.com.br/dp/B0DQLSN17L,https://m.media-amazon.com/images/I/51irS-kpqPL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 108,50",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B0DQM2N48N,"Chuveiro Ducha Quadrada com Chuveirinho e Desviador, Preto Fosco","R$ 149,00",,BRL,4.6,3,https://www.amazon.com.br/dp/B0DQM2N48N,https://m.media-amazon.com/images/I/21FZHCvFHNL._AC_UY436_FMwebp_QL65_.jpg,1,"R$ 149,00",False,False,False,False,,"Entrega GRÁTIS: dom., 20 de jul.",False,,,,,,
B0CGLMRLLD,"SKIL Chave de fenda Twist 2.0 recarregável de 4 V com cabeça giratória, configuração de torque, cabo de carregamento USB-C e conjunto de 2 bits SD5619-01","R$ 233,68",,BRL,4.4,955,https://www.amazon.com.br/dp/B0CGLMRLLD,https://m.media-amazon.com/images/I/51oTY1Pqn4L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 233,68",False,False,False,False,,"Entrega R$ 8,90: ter., 5 de ago.",False,,,,,,
B0F8431KVJ,Lustre Decorativo 6 Lâmpadas E27 com Galhos Longos - Design Moderno para Sala de Estar Amplas e Ambientes Criativos,"R$ 127,49","R$ 149,99",BRL,3.7,9,https://www.amazon.com.br/dp/B0F8431KVJ,https://m.media-amazon.com/images/I/41cKPfkumQL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 127,49",False,False,True,False,,,True,,Com Prime,,,,
B0D2JGJBRS,"Mini Parafusadeira Elétrica Recarregável, Caneta Compacta de Precisão, Kit de Ferramentas Chave de Elétrica de Precisão 68 em 1, 64 Bits e 4 Acessórios, Multitarefas, para Manutenções Diversas","R$ 159,90",,BRL,4.7,71,https://www.amazon.com.br/dp/B0D2JGJBRS,https://m.media-amazon.com/images/I/51746aVc8fL._AC_UY654_FMwebp_QL65_.jpg,2,"R$ 149,90",False,False,False,True,Mais de 50 compras no mês passado,"Entrega GRÁTIS: sáb., 19 de jul.",False,,,,,,
B0DQP4J8KZ,"Cadeado U-Lock, Cadeado Bicicleta, Bike U Lock, Cadeado para Bicicleta, Cadeado Bike, Tranca de Bicicleta, Cadeado para Moto Cabo de Bicicleta Flexível de 1,2m e Suporte de Montagem Resistente","R$ 169,99",,BRL,4.6,9,https://www.amazon.com.br/dp/B0DQP4J8KZ,https://m.media-amazon.com/images/I/510NKVb8XRL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 169,99",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,Economize 5% com o cupom,,,,,
B0BT4X3MJR,"WAP Ventilador de Coluna 50cm FLOW TURBO, com Tecnologia Silenciosa e Econômica, 8 Pás e 3 Velocidades, 180W 127V","R$ 195,00",,BRL,4.4,2491,https://www.amazon.com.br/dp/B0BT4X3MJR,https://m.media-amazon.com/images/I/71orDpb9gXL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 195,00",False,False,False,False,Mais de 1 mil compras no mês passado,"Entrega GRÁTIS: qui., 24 de jul.",False,,,Energia elétrica,,,
B0DQP4J8KZ,"Cadeado U-Lock, Cadeado Bicicleta, Bike U Lock, Cadeado para Bicicleta, Cadeado Bike, Tranca de Bicicleta, Cadeado para Moto Cabo de Bicicleta Flexível de 1,2m e Suporte de Montagem Resistente","R$ 169,99",,BRL,4.6,9,https://www.amazon.com.br/dp/B0DQP4J8KZ,https://m.media-amazon.com/images/I/510NKVb8XRL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 169,99",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,Economize 5% com o cupom,,,,,
B0BT4X3MJR,"WAP Ventilador de Coluna 50cm FLOW TURBO, com Tecnologia Silenciosa e Econômica, 8 Pás e 3 Velocidades, 180W 127V","R$ 195,00",,BRL,4.4,2491,https://www.amazon.com.br/dp/B0BT4X3MJR,https://m.media-amazon.com/images/I/71orDpb9gXL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 195,00",False,False,False,False,Mais de 1 mil compras no mês passado,"Entrega GRÁTIS: qui., 24 de jul.",False,,,Energia elétrica,,,
B0DGGWPDBS,Climatizador Philco 4 em 1 PCL05A 3 Velocidades Função Timer 127V,"R$ 278,00","R$ 328,00",BRL,4.6,5,https://www.amazon.com.br/dp/B0DGGWPDBS,https://m.media-amazon.com/images/I/51eXA0LKVxL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 278,00",False,False,True,False,Mais de 50 compras no mês passado,,False,,Oferta Prime Day,,,,
B0FDP7X59K,"Kit com 2 Câmeras de Segurança IP Lâmpada WiFi Full HD 1080p, Prova D&#x27;água, Giratória e com Visão Noturna Infravermelha 1080p, 360°, Bivolt, Detecção de Movimento, Áudio Bidirecional - Premium","R$ 119,99",,BRL,,0,https://www.amazon.com.br/dp/B0FDP7X59K,https://m.media-amazon.com/images/I/5144RRLSuVL._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 119,99",False,False,False,False,,"Entrega GRÁTIS: qua., 16 de jul.",False,,,,,,
B0D9YDZSB5,YESOP Torneira Para Banheiro Pia Monocomando Misturador Lavatorio Alto Cromada,"R$ 217,55","R$ 259,00",BRL,4.4,51,https://www.amazon.com.br/dp/B0D9YDZSB5,https://m.media-amazon.com/images/I/51yaKg6cX6L._AC_UY654_FMwebp_QL65_.jpg,1,"R$ 217,55",False,False,True,False,,,True,,Com Prime,,,,
